Drug_ID,text,Y
PERGOLIDE,The molecular structure represented by SMILES CCC[NH+]1C[C@H](CSC)C[C@@H]2c3cccc4c3C(C=N4)C[C@H]21 was tested for hERG channel blocking activity.,1.0
PERHEXILENE,The molecular structure represented by SMILES C1CCC(C(C[C@@H]2CCCC[NH2+]2)C2CCCCC2)CC1 was tested for hERG channel blocking activity.,1.0
PRENYLAMINE,The molecular structure represented by SMILES CC(Cc1ccccc1)[NH2+]CCC(c1ccccc1)c1ccccc1 was tested for hERG channel blocking activity.,1.0
PROCAINAMIDE,The molecular structure represented by SMILES CC[NH+](CC)CCNC(=O)c1ccc(N)cc1 was tested for hERG channel blocking activity.,1.0
PROMETHAZINE,The molecular structure represented by SMILES CC(CN1c2ccccc2Sc2ccccc21)[NH+](C)C was tested for hERG channel blocking activity.,1.0
PROPAFENONE,The molecular structure represented by SMILES CCC[NH2+]CC(O)COc1ccccc1C(=O)CCc1ccccc1 was tested for hERG channel blocking activity.,1.0
PROPIONYLPROCAINAMIDE-N,The molecular structure represented by SMILES CCC(=O)NC(=O)c1ccc(N)cc1CC[NH+](CC)CC was tested for hERG channel blocking activity.,1.0
PROPRANOLOL,The molecular structure represented by SMILES CC(C)[NH2+]CC(O)COc1cccc2ccccc12 was tested for hERG channel blocking activity.,1.0
ROXITHROMYCIN,The molecular structure represented by SMILES CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H]([NH+](C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N/OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O was tested for hERG channel blocking activity.,1.0
SUFENTANIL,The molecular structure represented by SMILES CCC(=O)N(c1ccccc1)C1(COC)CC[NH+](CCc2cccs2)CC1 was tested for hERG channel blocking activity.,1.0
TERODILINE,The molecular structure represented by SMILES CC(CC(c1ccccc1)c1ccccc1)[NH2+]C(C)(C)C was tested for hERG channel blocking activity.,1.0
THIOPENTAL,The molecular structure represented by SMILES CCCC(C)C1(CC)C(=O)NC(=S)NC1=O was tested for hERG channel blocking activity.,1.0
THIORIDAZINE,The molecular structure represented by SMILES CSc1ccc2c(c1)N(CC[C@H]1CCCC[N@@H+]1C)c1ccccc1S2 was tested for hERG channel blocking activity.,1.0
VENLAFAXINE,The molecular structure represented by SMILES COc1ccc(C(C[NH+](C)C)C2(O)CCCCC2)cc1 was tested for hERG channel blocking activity.,1.0
buprenorphine,The molecular structure represented by SMILES COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CC[NH+]1CC1CC1)C2O5 was tested for hERG channel blocking activity.,1.0
cibenzoline,The molecular structure represented by SMILES c1ccc(C2(c3ccccc3)CC2C2=[NH+]CCN2)cc1 was tested for hERG channel blocking activity.,1.0
cyamemazin,The molecular structure represented by SMILES CC(CN1c2ccccc2Sc2ccc(C#N)cc21)C[NH+](C)C was tested for hERG channel blocking activity.,1.0
lopinavir,The molecular structure represented by SMILES Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCCNC1=O was tested for hERG channel blocking activity.,1.0
lovastatin,The molecular structure represented by SMILES CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21 was tested for hERG channel blocking activity.,1.0
norpropoxyphene,The molecular structure represented by SMILES CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)C[NH2+]C was tested for hERG channel blocking activity.,1.0
norverapamil,The molecular structure represented by SMILES COc1ccc(CC[NH2+]CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC was tested for hERG channel blocking activity.,1.0
ranolazine,The molecular structure represented by SMILES COc1ccccc1OCC(O)C[NH+]1CC[NH+](CC(=O)Nc2c(C)cccc2C)CC1 was tested for hERG channel blocking activity.,1.0
PRIMIDONE,The molecular structure represented by SMILES CCC1(c2ccccc2)C(=O)NCNC1=O was tested for hERG channel blocking activity.,0.0
PROCARBAZINE,The molecular structure represented by SMILES CNNCc1ccc(C(=O)NC(C)C)cc1 was tested for hERG channel blocking activity.,0.0
PROGUANIL,The molecular structure represented by SMILES CC(C)NC(=[NH2+])NC(=[NH2+])Nc1ccc(Cl)cc1 was tested for hERG channel blocking activity.,0.0
RIBAVIRIN,The molecular structure represented by SMILES NC(=O)c1ncn([C@H]2O[C@@H](CO)[C@H](O)[C@@H]2O)n1 was tested for hERG channel blocking activity.,0.0
RIMANTADINE,The molecular structure represented by SMILES CC([NH3+])C12CC3CC(CC(C3)C1)C2 was tested for hERG channel blocking activity.,0.0
ROFECOXIB,The molecular structure represented by SMILES CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1 was tested for hERG channel blocking activity.,0.0
STAVUDINE,The molecular structure represented by SMILES Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O was tested for hERG channel blocking activity.,0.0
SULINDAC,The molecular structure represented by SMILES CC1=C(CC(=O)[O-])c2cc(F)ccc2/C1=C\c1ccc(S(C)=O)cc1 was tested for hERG channel blocking activity.,0.0
SUMATRIPTAN,The molecular structure represented by SMILES CNS(=O)(=O)Cc1ccc2c(c1)C(CC[NH+](C)C)C=N2 was tested for hERG channel blocking activity.,0.0
TEMOZOLOMIDE,The molecular structure represented by SMILES C[N+]1=NN=C2C(C(N)=O)=NC=[N+]2C1=O was tested for hERG channel blocking activity.,0.0
TERBUTALINE,The molecular structure represented by SMILES CC(C)(C)[NH2+]CC(O)c1cc(O)cc(O)c1 was tested for hERG channel blocking activity.,0.0
TESTOLACTONE,The molecular structure represented by SMILES CC12CCC3C(CCC4=CC(=O)C=CC43C)C1CCC(=O)O2 was tested for hERG channel blocking activity.,0.0
THALIDOMIDE,The molecular structure represented by SMILES O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1 was tested for hERG channel blocking activity.,0.0
TILUDRONIC_ACID,The molecular structure represented by SMILES O=P([O-])([O-])C(Sc1ccc(Cl)cc1)P(=O)([O-])[O-] was tested for hERG channel blocking activity.,0.0
TIZANIDINE,The molecular structure represented by SMILES Clc1ccc2nsnc2c1NC1=[NH+]CCN1 was tested for hERG channel blocking activity.,0.0
TOLCAPONE,The molecular structure represented by SMILES Cc1ccc(C(=O)c2cc(O)c([O-])c([N+](=O)[O-])c2)cc1 was tested for hERG channel blocking activity.,0.0
